sense_id,word_id,word,definition,current_pol,current_speech_pane,proposed_part_of_speech,proposed_domain,proposed_axis_values,proposed_example,confidence,conflict_reason,owner_user_id,owner_user_name,human_part_of_speech,human_domain,human_axis_values,human_example,human_note
4228,13663,دابڕین,دابڕکردن,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4229,13663,دابڕین,برینداربون بەهۆی توندبونی بەن لەئەندام,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4230,13663,دابڕین,لەلەکردنی دار بەچەقۆ,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4232,13663,دابڕین,زخمی شدن توسط طناب یا ریسمان,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4233,13664,دابنارتن,چەقاندنی ریشەو نەمام,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4234,13666,ترش و تەلاش,شیوی چەوەندەر و سماق,خواردن,ناو,ناو,کولتووری › خواردن,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4235,13666,ترش و تەلاش,ترش و چەوەندەر,خواردن,ناو,ناو,کولتووری › خواردن,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4236,13667,دابون,چەمینەوەیەکە دەست بگاتە سەر زەمین,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4237,13668,ترشەڵۆک,ترشاوی کەف کردوی خراو بوگ,خواردن,ناو,ناو,کولتووری › خواردن,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4238,13669,ترشی,چێژەی ترش,خواردن | تام,ئاوەڵناو,هاوەڵناو,کولتووری › خواردن,,,HIGH,پۆل «تام» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4239,13669,ترشی,ترشیات,خواردن | تام,ئاوەڵناو,هاوەڵناو,کولتووری › خواردن,,,HIGH,پۆل «تام» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4241,13670,ترغەل,شل و شەویق,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4242,13670,ترغەل,خۆ نەگرتوو,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4243,13671,دایە,بچەمێوە,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4244,13671,دایە,کۆم بوەرەو,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4245,13671,دایە,عادەت وایە,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4246,13671,دایە,ڕێوشوێنە,ئەنجامدانی کارێک,ناو,ناو,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «ناو» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4248,13672,ترفاڵ,تڵپی دانەی ڕۆن لێگیراو,خواردن,ناو,ناو,کولتووری › خواردن,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4249,13673,دابەڕزان,هەڵمەت,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4250,13673,دابەڕزان,هێرشی توند,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4251,13674,دابەڕزاندن,هەڵمەتبردن بەرلە هەواڵان,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4252,13675,ترفە,دەنگی داکەوتنی شتێک,دەنگ,ناو,ناو,,,,HIGH,پۆل «دەنگ» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4253,13675,ترفە,ترپە,دەنگ,ناو,ناو,,,,HIGH,پۆل «دەنگ» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4254,13676,دابەڕزین,دابەڕزان,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4255,13677,ترقە,دەنگی بەرزی کەن,دەستەواژە | دەنگ,ناو,ناو,,,,HIGH,پۆل «دەستەواژە» has no home among the deck's ten (see unmapped.csv) ; پۆل «دەنگ» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4256,13677,ترقە,تریقەی پێکەنین,دەستەواژە | دەنگ,ناو,ناو,,,,HIGH,پۆل «دەستەواژە» has no home among the deck's ten (see unmapped.csv) ; پۆل «دەنگ» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4257,13678,ترک,لە ڕەگەزی تر کان,نەتەوە,ناو,ناو,,,,HIGH,پۆل «نەتەوە» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4258,13679,دابەز,بەرەوژێر داپەڕین: ( ئەم هەڵبەز دابەزەت لە چیە؟),ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4259,13680,دابەزین,لەسەر سوار هاتنەخوار,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4260,13681,دابەزێن,ئەوی سواران دێنێتە خوار,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4261,13682,ترکانە,هەوایەکی گۆرانی کۆنی کوردانەیە,دەنگ,ناو,ناو,,,,HIGH,پۆل «دەنگ» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4262,13683,ترکانی,جۆرێ هەڵپەڕکێ,هەڵپەڕکی,ناو,ناو,,,,HIGH,پۆل «هەڵپەڕکی» has no home among the deck's ten (see unmapped.csv),96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4263,13684,دابەستن,قایمکردن,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4264,13684,دابەستن,شەداندن,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4265,13684,دابەستن,شەتەکدان,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4266,13684,دابەستن,قامەت بەستن,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4267,13684,دابەستن,دەستپێکردنی نوێژ و نیەت: ( نیەتی دابەست، نوێژی دابەست),ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4268,13684,دابەستن,حەیوان لەماڵ ڕاگرتن بۆ قەڵەوبون,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4269,13684,دابەستن,نیر و ئامور سەرملی  گاخستن و ئامادەی جوت بون: ( جوتەکەم دابەست),ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4273,13685,ترکەش,خاڵیگە,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4274,13685,ترکەش,تەنشت,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4275,13685,ترکەش,تهیگاه,,ناو,ناو,,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4276,13686,دابەستە,حەیوانی لەماڵ ڕاگیراو بۆ قەڵەبون,سیفەت,ناو,ناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision ; پۆل says «هاوەڵناو», جۆری وشە says «ناو» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4277,13687,دابەش,بەش کردن,,ناو,ناو,,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4278,13687,دابەش,بەش بەش کردن,,ناو,ناو,,,,HIGH,,fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4279,13688,دابەش دابەش,پارچەپارچە,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4280,13688,دابەش دابەش,جیاجیا,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4281,13689,دابەشبون,جوێ جوێ و بەش بەش بون,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4282,13690,دابەشکراو,پارچەپارچەکراو,ئەنجامدانی کارێک,کار,کار,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4283,13691,دابەشکردن,بەشکردن,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4284,13692,دابەشکەر,کەسێ کە شتێ بەش بەش دەکا,سیفەت,ناو | ئاوەڵناو,,,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4285,13693,دابەشین,دابەشکردن,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4286,13694,دابەشینەوە,دابەشین,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4287,13695,تڕکەن,کەسێ کە بای بە دەنگی زۆر لێ بەر دەبی,کەس | سیفەت,ناو | ئاوەڵناو,,ناو › کەس,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4288,13695,تڕکەن,برێتی لە زەلامی خوێڕی,کەس | سیفەت,ناو | ئاوەڵناو,,ناو › کەس,,,LOW,"word carries several parts of speech (ناو / هاوەڵناو); a sense may only have one ; پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4290,13696,دابەلاندن,قوتدان,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4291,13696,دابەلاندن,قویتدان,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4293,13697,دابەلین,دابەلاندن,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",fbaa1310-1a57-4439-b4e4-2b6fb312b455,banazhamad,,,,,
4294,13698,ترگار,ترار,کەرەستە,ناو,ناو,کولتووری › کەرەستە,,,HIGH,,96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4295,13699,تڕلەیلێ,بێهۆش و گەللایی,سیفەت,ئاوەڵناو,هاوەڵناو,,,,LOW,"پۆل «سیفەت» is really the part of speech «هاوەڵناو» — routed nowhere, needs a decision",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
4296,13700,تڕلێدان,برێتی لە خۆ هەڵکێشان,ئەنجامدانی کارێک,چاوگ,چاوگ,,,,LOW,"پۆل «ئەنجامدانی کارێک» is really the part of speech «کار» — routed nowhere, needs a decision ; پۆل says «کار», جۆری وشە says «چاوگ» — they disagree",96560cf4-030d-4268-baea-87bb57cdf631,somaali,,,,,
